player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,95.0,35.45,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,100.0,31.57,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,105.0,27.88,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,110.0,24.58,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,115.0,21.4,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,120.0,18.54,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,125.0,15.86,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,130.0,13.4,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,135.0,11.27,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,140.0,9.41,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,145.0,7.75,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,150.0,6.38,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,155.0,5.17,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,160.0,4.13,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,165.0,3.26,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,170.0,2.56,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,175.0,2.01,ELITE,78.172,NFL_RUSHING_YARDS_V1
